content,labels
மேடையில் மெய்மறந்து தொடர்ந்து பாடல் பாடி அசத்திய சீமான் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
"சொல்கிறது அல்ல... சொல்லியது கோவை, நிச்சயம் வெல்லும் india <hashtag/> <hashtag/> <hashtag/>",Opinionated
ராமநாதபுரம் நாம் தமிழர் வேட்பாளர் அவர்களின் பேட்டி வலையொளியில் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
மக்களின் மனதில் நின்றவர் <hashtag/> <hashtag/>,Opinionated
நாடாளுமன்றத் தேர்தல் 2024 தலைமை ஒருங்கிணைப்பாளர் செந்தமிழன் சீமான் அவர்களின் நாளைய (15-04-2024) பரப்புரைப் பயணத் திட்டம் <hashtag/> <hashtag/> <hashtag/>,Substantiated
சிலர் நோட்டீஸ் கொடுத்துட்டு <hashtag/> வுக்கு ஓட்டு போடுங்கன்னு சொல்றாங்க. <hashtag/> ல கடந்த 5 வருஷத்தில தொகுதியில் என்ன செயல் திட்டங்கள் முடிக்கப்பட்டது? அரசாங்கம் கொடுத்ததுல எவ்வளவு செலவு ஆச்சு( சுருட்டனத சேர்த்து) ஒரு நோட்டீஸ் போடச்சொல்லுங்க. அப்டியே இவரு மறுபடியும் வந்தா.,Positive
<hashtag/> <hashtag/> <hashtag/> <hashtag/> நான் யாருக்கு வாக்களிக்க வேண்டும் என்பதை நான் தான் தீர்மானிப்பேன்!,Opinionated
இரண்டு இலைகள் தமிழ்ப் புத்தாண்டைத் தக்கவைத்துள்ளன. <hashtag/> விழுமியங்களை காப்பாற்றும் ஒரே கட்சி <hashtag/> அதிமுகவுக்கு வாக்களியுங்கள்! <hashtag/>,Opinionated
credit to creditors எனக்கு என்னோட சொத்து தான் முக்கியம்- புரட்சித் தமிழர் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
"சொன்னா கேளுங்கப்பா 4 + 3 மொத்தம் 7 தொகுதிகளை பாஜகவுக்கு விட்டு கொடுக்க உண்மையாகவே பேக்கரி டீலிங் நடந்துச்சியா <handshake emoji/> டம்மி <zany face emoji/>வேட்பாளர்களை போட்டா தான் டம்மி அண்ணாமலையும்<goat emoji/> , இந்துத்துவ பயங்கரவாத<ogre emoji/> கட்சியான பாஜகவும் ஜெயிக்க முடியும் <winking face emoji/>",Negative
மோடியின் நம்பிக்கைக்கு என்ன காரணம் ? <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Negative
<hashtag/> அண்ணல் அம்பேத்கரின் 134வது பிறந்தநாளையொட்டி அவரது திருவுருவ படத்திற்கு மலர்தூவி மரியாதை செலுத்தினார் முதலமைச்சர் மு.க.ஸ்டாலின் இதனை தொடர்ந்து சமத்துவ நாள் உறுதி மொழி ஏற்கப்பட்டது <hashtag/> <hashtag/> <hashtag/>,Positive
"சாதி, மதம் பார்த்து போடுவியா ஓட்டு? உன் ஓட்டு எனக்கு தீட்டு.. உணர்ச்சி பொங்க பேசிய சீமான்.! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Neutral
திமுக வின் உருட்டுகள்,Neutral
டாட்டா காட்டும் மோடிக்கு மக்கள் டாட்டா காட்ட வேண்டும் - சீமான் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
முதல்வர் ரவுண்ட் அப் day -22 <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
ஒரு இனிப்பான சந்திப்பாக இருக்க கோவையில் ராகுல் காந்தி செய்த செயல் வைரல் ! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
ttvக்கு சீமான் கிடுக்குப்பிடி கேள்வி! நாம் தமிழருக்கு செல்லும் இடம் எல்லாம் சிறப்பு! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
நாடாளுமன்றத் தேர்தல் 2024 தலைமை ஒருங்கிணைப்பாளர் செந்தமிழன் சீமான் அவர்களின் (14-04-2024 ) இன்றைய பரப்புரைப் பயணத் திட்டம் . <hashtag/> <hashtag/> <hashtag/>,Positive
ஒவ்வொரு கட்சிக்கும் ஒரு நிர்பந்தம் இருக்கிறது.. <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
தென்காசி பாராளுமன்ற தொகுதி சுரண்டை நகரத்தில் பரப்புரையில்,Opinionated
காங்கிரசின் நீட் வாக்குறுதி நாடகம் - சீமான் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
திமுக அரசின் பொய்யை நம்பி மக்கள் ஏமாந்ததுதான் மிச்சம்... <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
சின்னத்தை வெளியிட்ட விஜய்! நாம் தமிழர் கட்சிக்கு ஆதரவா? : இடும்பாவனம் கார்த்திக் காணொளி: <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
போர் எண்பது ரத்தம் சிந்தும் போர் அரசியல் என்பது ரத்தம் சிந்தாத போர்‌‌ புரட்சிகர அரசியல்படை அண்ணன் சீமான் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
வேற எந்த மாதிரி கூறுவிங்க....? <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
கடந்த 12+ ஆண்டுகளாக உங்களை நம்பி தேர்தலில் நின்ற வேட்பாளர்கள் எத்தனை நபர்கள் இன்றளவும் உங்களுடன் உள்ளார்கள். சீமான் தம்பிகளே அவர்களிடம் கேளுங்கள் அவரின் உண்மை ரூபத்தை. உணர்ச்சி பூர்வமான பேச்சுகளை நம்பி ஏமாறாதீர்கள். <hashtag/> <hashtag/>,Negative
"<hashtag/> மத்தியில் மீண்டும் பாஜக ஆட்சிக்கு வந்தால், மாநில அரசுகளை கலைத்துவிடுவார்கள் - சென்னையில் தேர்தல் பரப்புரையில் விசிக தலைவர் திருமாவளவன் பேச்சு <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Sarcastic
மதக்கலவரத்தை தூண்டி விடும் <hashtag/> ஓநாய்கள்<face with symbols on mouth emoji/>,Opinionated
மீண்டும் அசிங்கப்பட்ட கங்காரு குட்டி! இதுல சொன்னதை செய்வேன்னு பீத்தல் வேற. என்னத்த செஞ்சராம் இதுவரை? நீட் ரத்து? நகை கடன் ரத்து? <hashtag/> <hashtag/> <hashtag/>,Opinionated
நாம் தமிழர் கட்சியின் நாகை வேட்பாளர் கார்த்திகா அவர்களுக்கு வாக்குச் சேகரித்து கொண்டிருக்கும் நேரம் ஆவேசமாக கூச்சலிட்டு வந்த திமுக கூட்டணி கட்சியினர் . அண்ணன் சீமானின் கட்டளைக்கு அமைதியான தம்பிகள் . <hashtag/> <hashtag/> <hashtag/>,Neutral
செம!!! செம!!! பாஜக உள்ள பூந்து கோட்டையே கட்டி இருக்கு🪷🪷🪷🪷🪷.....இந்த அடி எல்லாம் திமுக காரன் கனவுல கூட நினசிருக்க மாட்டான்... சம்மட்டி அடி <hashtag/> <hashtag/> <hashtag/>,Opinionated
அமைச்சராகவே இருந்தாலும் சிறுபான்மையினருக்கு திமுகவில் இதுதான் மரியாதை... <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
கன்னியாகுமரி தொகுதி நாடாளுமன்ற தேர்தல் வேட்பாளர் மரிய ஜெனிபர் வேட்பாளர் வரிசை எண்:8 <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Substantiated
ஒரு சீட் செக்கிருதக்கு ஒட்டு மொத்த கட்சியே ஓடுச்சு முட்டு சந்துல போடுவச்சிக்கு இந்த மெயின் ரோடு அந்த ஒரு சீட் இனிமேல் செய்கவே முடியாது <hashtag/> comedy <hashtag/>,Sarcastic
தமிழ்நாடு முழுவதும் திமுகவுக்கு எதிர்ப்பு. சென்னையில் தமிழச்சி தங்கபாண்டியன் தொகுதியில் பிரச்சாரம் செய்ய மக்கள் கடும் எதிர்ப்பு.<hashtag/> <hashtag/> திமுக நாட்டுக்கு வீட்டுக்கு உயிருக்கு கேடு... <hashtag/> <hashtag/>,Negative
எத்தனையோ வருஷம் ஆண்ட கட்சின்னு சொல்றீங்க.. தனியா வரவேண்டியதுதானே.. சீமான் அதிரடி பேச்சு! click link: <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
இனி தான் ஆட்டம்! உற்சாகத்தில் நாம் தமிழர் தம்பிகள்! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
திருச்சியில் சீமான் பரப்புரை பொதுக்கூட்டம் ஜல்லிக்கட்டு ராஜேஷ் <hashtag/> <hashtag/>,Neutral
புதுச்சேரி மக்களவைத் தொகுதி - ஓர் அறிமுகம் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
315 உனக்கெல்லாம் சோறு போட்டதுக்கு உன்னால என்ன பண்ணமுடியுமோ அத பண்ணிட்டே,None of the above
"பாஜக வை ஏன் விமர்சிக்கவில்லை ? கடைசிவரை பாஜகவோடு கூட்டணியில் இருந்துவிட்டு வெளியேறியுள்ளோம், என்னத்த விமர்சிப்பது. நாங்கள் திமுக போல அல்ல, கூட்டணி தர்மத்தை கடைபிடிக்கும் கட்சி அதிமுக அய்யா அங்குசாமி, இதத்தான்யா கள்ளக்கூட்டணி ன்னு சொல்றோம். ஒப்புதல் வாக்குமூலத்திற்கு நன்றி.",Sarcastic
குதிரை வண்டியில் சென்று வாக்கு சேகரித்த நா.த.க வேட்பாளர் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
மக்கள் பணி செய்ய வாய்ப்பு கேட்டபோது.. மழை வெள்ளத்திலும். எங்கள் மக்கள் வெள்ளத்திலும் எங்கள் பாசமிகு சின்னவர் <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
"நடிகர் விஜய் சீமானுக்கு ஆதரவு தெரித்தார் என சொல்லிக்கொண்டு ஆனந்தம் கொள்ளும் தம்பிகளே, முப்பாட்டன் முருகனே வந்து பிரச்சாரம் பண்ணினாலும், உங்க அண்ணனையும் உங்க அண்ணன் பேசுற பொய்யையும் மீறி உங்க கட்சியை ஜெயிக்க வைக்க வாய்ப்பே இல்லை. இங்க வந்து ஒப்பாரி வைக்கிற நேரத்துக்கு களத்துல ஓட்டு கேளுங்க அப்பவாவது கட்டுத்தொகை திரும்ப கிடைக்குதான்னு பார்ப்போம்.",Positive
"எரியுதுடி மாலா ஃபேனை போடுணு முதல்வர் சொல்றாரு, பேன் போட கரண்ட் வேணும் முதல்வரே <face with tears of joy emoji/><face with tears of joy emoji/><face with tears of joy emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Sarcastic
அதிமுகவின் எதிர்காலத்தை இது தான் தீர்மானிக்கும் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
திருட்டு திமுக கும்பல் செய்யாத அக்கிரமம் ஒன்று உண்டா? <hashtag/> வேண்டாம்,Substantiated
உழைப்பில் மக்களை ஈடுபடுத்தாமல் ஒரு நாடு முன்றோது . -செந்தமிழன் சீமான் தலைமை ஒருங்கிணைப்பாளர் <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
நமது சின்னம் ஒலிவாங்கி (மைக்) <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
campaign ah தான் திறக்கட்டுமா! மைக்க கையில் பிடிக்கட்டுமா! <hashtag/>,Negative
வாக்குறுதிகளை அள்ளி வீசிய சீமான் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
திராவிட போதையில் சிக்கிய தமிழ் சமூகங்கள் என்று தெளியும்..!! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
ஜக்கம்மா என்னப்பா சொல்றா <face with tears of joy emoji/><rolling on the floor laughing emoji/> <hashtag/> <hashtag/> <hashtag/>,Negative
<kyrgyzstan emoji/><studio microphone emoji/> நன்றிகள் சகோதரர் ஜோசப் விஜய் <studio microphone emoji/><kyrgyzstan emoji/> <hashtag/> <hashtag/> <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/>,Neutral
ஆமா நீங்க உழைக்கிற உழைப்புலதான் உங்க நண்பர்களோட சொத்து மதிப்பு கிர்ர்ர்ர்ர்ர்ன்னு ஏறுதே.. மோடி அமித்ஷா அண்ணாமலை <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
5 வருடங்களுக்கு முன்பே சீமானின் சின்னத்தை கணித்துள்ளார் கோபி. <hashtag/> <hashtag/>,Opinionated
பூஜை அறையில வச்சு பலான வேலை செஞ்ச <hashtag/> கால்ல விழும் அண்ணாமலை சசிகலா புஷ்பாவ மேடையில வச்சு சேலையை இழுத்து இடுப்புல கை வச்ச <hashtag/> mp சீட்டு கட்சிப் பெண்களை பாலியல் வல்லுறவு செய்து காசை புடுங்கிய விழுப்புரம் <hashtag/> சட்டமன்ற சீட் <hashtag/>,Negative
பாசிசத்தை விரட்ட ஒன்றுகூடிய இந்தியா கூட்டணி! நாற்பதும் வெல்லும்! 2024 தேர்தல் அதை சொல்லும்! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
"drug's, kidnap and rape, terrorism போன்ற அனைத்துக்கும் வழிவகுக்கும் ஒரே மாநிலம் தமிழ்நாடு. <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Neutral
ரவுடிகளின் ஆட்சி தான் திராவிட மாடல் ஆட்சி <hashtag/>,Sarcastic
<hashtag/> விவசாயி கடனாளி எனில் அது பிச்சைகார நாடு click link: <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
பாஜக தமிழ்நாட்டில் வளர்ந்தால்தான் திமுகவால் அரசியல் செய்து மக்களை ஏமாற்ற முடியும் என வெளிப்படையாக பேசும் திமுக இணைய நிர்வாகிகள் ! பாஜகவின் b டீம் திமுக ! bjp=dmk <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Negative
இசுலாமிய மக்களை அடிமைகளாக வைத்திருக்கும் <hashtag/> <hashtag/> <hashtag/> ஐயா பழனி பாபா <fire emoji/> <fire emoji/> <fire emoji/> <hashtag/> <hashtag/>,Opinionated
இன்று 12.04.2024 கன்னியாகுமரி சட்டமன்ற தொகுதி அகஸ்தீஸ்வரம் வடக்கு ஒன்றிய பகுதிகளில் <hashtag/> கூட்டணியின் கன்னியாகுமரி நாடாளுமன்ற தொகுதி வெற்றி வேட்பாளர் திரு. . அவர்களுக்கு கை சின்னத்தில் வாக்குகள் கேட்டு தேர்தல் பிரச்சாரத்தை மேற்கொண்டோம். <hashtag/> <hashtag/>,Sarcastic
அண்ணா திமுக ஆட்சியில் தான் கோவை வளர்ச்சி பெற்றது. கோவை மாவட்ட ஐக்கிய ஜமா-அத் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
உங்கள் கேள்விகளுக்கு பொறுமையாக பதில் தரும் நாம் தமிழர் வேட்பாளர்கள் வேண்டுமா ? இல்ல நீங்கள் கேட்கும் கேள்விக்கு உங்களை தாக்கும் கட்சி வேட்பாளர்களுக்கு உங்கள் வாக்கா ?? <hashtag/> <hashtag/>,Neutral
"அரசு ஊழியர்கள் ஆசிரியர்கள் அதிமுக ஆட்சியில் அனுபவித்த கொடுமைகளும், திமுக ஆட்சியில் ஏற்ப்பட்ட நன்மைகளும் 174 தொழில்நுட்ப படிப்புகளுக்கான பாடங்கள் தமிழில் மொழியாக்கம் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Substantiated
"ஐயா மோடியே வந்தாலும்..என் சின்னம் இல்லாமல் ஓட்டு கேட்க முடியாது மைக் testing 1,2,3.. <hashtag/> <hashtag/> <hashtag/>",Neutral
அருமையான பேச்சு உறவுகளே இந்த <hashtag/> கடத்துங்கள்,Neutral
கோவை அதிர்ந்து கொண்டிருக்கிறது <fire emoji/> திராவிட நாயகன் + இந்தியா நாயகன் <flexed biceps light skin tone emoji/> + பிரச்சார மேடை <clapping hands emoji/><collision emoji/><fire emoji/><sun behind small cloud emoji/><smiling face with hearts emoji/> <hashtag/> <hashtag/> <hashtag/>,Negative
நல்லது செய்யவார்கள் என்று நம்பி ஓட்டு போட்டவர்களுக்கு நம்பிக்கை துரோகமே மிச்சம்... <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
திராவிட மாடல் அரசின்' பல்வேறு புதுமையான திட்டங்கள்!! <hashtag/>,Negative
இலவச பேருந்து பயணத்தை தந்த முதல்வர் <hashtag/> க்கு நன்றி சொல்லி எங்கள் ஓட்டு <hashtag/> க்குதான் எங்கள் சின்னம் <hashtag/> என்று சொன்ன <hashtag/> தொகுதி மக்கள். <hashtag/> <hashtag/> <hashtag/>,Neutral
"தமிழ்நாடே சந்தி சிரிக்குது ஊழல்ல, இதை எதிர்த்து கேள்வி கேக்க துப்பில்லை, இவிங்க போயிட்டாங்க ஒன்றியத்துக்கு.. அங்க எல்லாம் ஒழுங்கா தான் இருக்கு, உங்க சாயம் வெளுத்து போச்சு, முடிஞ்சா அதை பாருங்க மொதல்ல.. <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Opinionated
<hashtag/> <hashtag/> சிவகங்கை நாடாளுமன்ற தொகுதி வெற்றி வேட்பாளர் அக்கா எழிலரசி அவர்களை ஆதரித்து கல்லல் ஒன்றிய பொதுக்கூட்டத்தில் பேசியது....,Negative
கருணாநிதி என்கிற கரும் பாம்பு<backhand index pointing down emoji/><backhand index pointing down emoji/> ஐயா. பழனி பாபா <fire emoji/> <fire emoji/> <fire emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Negative
அதிமுக தலைவர்கள் உயிரோட இருக்காங்களா தற்குறி முண்டங்களா சீமான் தம்பிகள் என்ன சொல்கிறான் பாரு எம் ஜி ஆர் ஒரு வந்தேறி என்று சொல்லறாங்க இது வரைக்கும் ஒரு கண்டனம் கூட வரவில்லை எடப்பாடி அவர்களே கேட்டுச்சா <hashtag/> <hashtag/> <hashtag/>,Sarcastic
வேட்பாளர்கள் சொல்கிறார்கள் எல்லா தேர்தல்களிலும்! சாதி பார்த்து வாக்கு செலுத்தாதே! காசு வாங்கிக்கொண்டு வாக்கு செலுத்தாதே! <hashtag/> <hashtag/> <hashtag/>,Opinionated
"<hashtag/> திமுக ஆட்சிக்கு வந்தவுடன் ஆசிரியர்களுக்கு, பழைய ஓய்வூதியத் திட்டத்தை அமல்படுத்துவேன் என சொன்னார்கள்; 3 ஆண்டுகளாக இன்னும் எதையுமே செய்யவில்லை - வேலூர் வேட்பாளர் மகேஷ் குமாரை ஆதரித்து, நாம் தமிழர் கட்சியின் தலைமை ஒருங்கிணைப்பாளர் சீமான் பரப்புரை <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Opinionated
"சங்கரன்கோவில் தொகுதி, குருவிகுளம் ஒன்றியத்திற்கு உட்பட்ட அழகுநாச்சியாபுரம், கொக்குகுளம், சம்பகுளம், ஐயாபுரம், ஆராய்ச்சிபட்டி ஆகிய ஊர்களில் நாம் தமிழர் கட்சியின் ஒலிவாங்கி (மைக்) சின்னம் வரையப்பட்டது.! <hashtag/> <hashtag/>",Opinionated
<hashtag/> ஆ.ராசா சொல்வதையே தேர்தல் அதிகாரிகள் கேட்கிறார்கள் - எல்.முருகன் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
"நாம்தமிழர் 20பெண்புலிகள்., <hashtag/> <hashtag/> <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/>",Sarcastic
இன்றைய தினத்தில் பாஜாகவை நேருக்கு நேர் எதிர்க்கும் ஓரே தலைவர் அண்ணன் <hashtag/> <fire emoji/><hundred points emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
என்னடா இது! எடப்பாடி எனும் ஆளுமைக்கு வந்த சோதனை... <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
பெரம்பலூர் தொகுதி பிரச்சாரக் களம் எப்படி? - ஒரு பார்வை <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
seeman latest speech 30-03-2024 இராமநாதபுரம் மக்களவைத் தொகுதி நாம் தமிழர் கட்சி <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
"தென்காசிக்கு மோடி என்ன செய்தார்.. மக்களே சிந்தித்து வாக்களியுங்கள்.. <hashtag/> செய்தி வெளியீடு - தேர்தல் தலைமை பணிக் குழு, தென்காசி பாராளுமன்றத் தொகுதி. <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Opinionated
வித்யா ராணி வீரத்திருமகள் வென்றால் இந்திய நாடாளுமன்றத்திற்கு சென்றால் <fire emoji/><fire emoji/><fire emoji/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
கவர்னர் திமுகவின் பிரச்சாரத்திற்கு பயன்படுவாரா? <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
தண்ணீர் கேட்கும் <hashtag/> முட்டாள் என்றும் காட்டுப்பயலே என்றும் ஒருமையில்பேசும் <hashtag/> சட்டமன்றத்தொகுதி உறுப்பினரும் <hashtag/> அமைச்சருமான <hashtag/> விவசாயிக்கு இந்த விடியாஅரசு தரும் மரியாதை இதுதானா? <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
மூன்றாம் தரம் புரோக்கர் சவுக்கு சங்கர்... தேவர் குரு பூஜை பற்றி என்ன தெரியும்..சௌத்ரி தேவர் ஆவேச பேட்டி... <hashtag/> <hashtag/> <hashtag/>,Opinionated
“குடிநீர் பிரச்னைக்கு தீர்வு காணப்படும்” <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
"*முன்னாள் <black circle emoji/><red circle emoji/>தீமுக கொத்தடிமை சொல்வதை கொஞ்சம் காது கொடுத்து கேளுங்கடா, இந்நாள் திமுக ஊ.பி கொத்தடிமைகளா..<face with tears of joy emoji/><face with tears of joy emoji/><face with tears of joy emoji/>* திருட்டு திராவிட நாய்களை விரட்டி அடிப்போம்.... <hashtag/> <hashtag/>",Sarcastic
ஊழல்கட்சினு வட இந்தியா மீடியால நீங்க இப்ப பேமஸ்....குமிடிபூண்டி தாண்டி உன்ற கட்சி ஊழல்கட்சினு. சொலுல ஆரம்பிச்சுட்டாங்க...<hashtag/>,Substantiated
அனைவருக்கும் உள்ளம் தமிழ் புத்தாண்டு நல்வாழ்த்துக்கள் <hashtag/> <hashtag/> <hashtag/>,Opinionated
அ.தி.மு.க சார்பில் நாளை இப்தார் நோன்பு திறப்பு admk newsj <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
"<kyrgyzstan emoji/><studio microphone emoji/> <hashtag/> மக்கள், இன்னும் 04 ஏ நாளில், வெல்வோம் தமிழராய் - தலை நிமிர்வோம் - நாம் தமிழராய் - மைக் சின்னத்திலே நம்முடைய வாக்கு அடைவோம் நம்முடைய இலக்கு <studio microphone emoji/><kyrgyzstan emoji/> <hashtag/> <hashtag/> <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/>",Sarcastic
கர்நாடகா காரன் தண்ணி திறந்து விடுறான் விடல. அது நமக்கு பிரச்சனை இல்ல. ஆனா நாடாளுமன்ற தேர்தல்ல மக்களை ஏமாத்தி ஓட்டு வாங்கனும். அதுகக்காக நாம போராடுற மாதிரி நடிக்கனும். <hashtag/> <hashtag/>,Neutral
2021ல சின்னம் எப்படி இருக்கு? 2024ல சின்னம் இப்படி இருக்கு! அதும் மைக் சின்னம் பக்கத்துல.. அடேய் அயோக்கியப்பயலுகளா! <hashtag/> <hashtag/>,Positive
அனைவருக்கும் <hashtag/> நல்வாழ்த்துக்கள். <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
எனது பதிவு:backhand index pointing down medium-dark skin tone: இவரது உரையில்! <hashtag/> <hashtag/>,Neutral
<hashtag/> <studio microphone emoji/> <hashtag/> <studio microphone emoji/> புதுச்சேரி மக்களவை தொகுதி நாம்தமிழர் வெற்றிவேட்பாளர் மருத்துவர் இரா மேனகா வரிசை எண் 7 நமது சின்னம் மைக் <studio microphone emoji/>,Neutral
பிரதான தொழில் திமுகவால் நசிந்து நலிந்து வருகிறது'-எடப்பாடி பழனிசாமி பேச்சு <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
பழைய பன்னீர்செல்வத்தை 'இருட்டில் பிடித்த கை'.. எடப்பாடி பழனிசாமி வீசிய அம்பு.. 'எல்லாம் அவன் செயல்'? <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
மதுரை தொகுதி நாடாளுமன்ற தேர்தல் வேட்பாளர் முனைவர் மோ.சத்யாதேவி வேட்பாளர் வரிசை எண் : 6 <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
நாலா மடிச்சி உள்ள வைங்க வேதத்த,None of the above
